# Time P1 P2 Z PO4
0.000000000000000000e+00 5.999999999999999778e-01 1.000000000000000056e-01 5.999999999999999778e-01 5.000000000000000000e-01
1.000000000000000056e-01 6.091755789473684013e-01 9.785497744360903416e-02 6.090018947368421864e-01 5.241319699248120356e-01
2.000000000000000111e-01 6.091755789473684013e-01 9.785497744360903416e-02 6.090018947368421864e-01 5.241319699248120356e-01
3.000000000000000444e-01 6.194262261805776326e-01 9.585965643415503279e-02 6.182590061140658122e-01 5.465722271827117007e-01
4.000000000000000222e-01 6.194262261805776326e-01 9.585965643415503279e-02 6.182590061140658122e-01 5.465722271827117007e-01
5.000000000000000000e-01 6.306680560198530960e-01 9.399312459845650392e-02 6.278045289870303192e-01 5.673799431424975115e-01
6.000000000000000888e-01 6.306680560198530960e-01 9.399312459845650392e-02 6.278045289870303192e-01 5.673799431424975115e-01
7.000000000000000666e-01 6.428240788081421853e-01 9.223666492415465157e-02 6.376708117726420655e-01 5.866055059100591107e-01
8.000000000000000444e-01 6.428240788081421853e-01 9.223666492415465157e-02 6.376708117726420655e-01 5.866055059100591107e-01
9.000000000000000222e-01 6.558215208182963663e-01 9.057339429283754739e-02 6.478894897120976992e-01 6.042933955480743746e-01
1.000000000000000000e+00 6.558215208182963663e-01 9.057339429283754739e-02 6.478894897120976992e-01 6.042933955480743746e-01
1.100000000000000089e+00 6.695896754357246738e-01 8.898798124764101258e-02 6.584915692802686404e-01 6.204845040973914205e-01
1.200000000000000178e+00 6.695896754357246738e-01 8.898798124764101258e-02 6.584915692802686404e-01 6.204845040973914205e-01
1.300000000000000044e+00 6.840581555667246683e-01 8.746642570342576251e-02 6.695074697539992181e-01 6.352180412239349927e-01
1.400000000000000133e+00 6.840581555667246683e-01 8.746642570342576251e-02 6.695074697539992181e-01 6.352180412239349927e-01
1.500000000000000000e+00 6.991554602020071396e-01 8.599588790395404359e-02 6.809670259380244950e-01 6.485331210944550451e-01
1.600000000000000089e+00 6.991554602020071396e-01 8.599588790395404359e-02 6.809670259380244950e-01 6.485331210944550451e-01
1.700000000000000178e+00 7.148077975727217259e-01 8.456455711990955304e-02 6.928994546405164989e-01 6.604700950495154821e-01
1.800000000000000044e+00 7.148077975727217259e-01 8.456455711990955304e-02 6.928994546405164989e-01 6.604700950495154821e-01
1.900000000000000133e+00 7.309381280189810592e-01 8.316155281457908444e-02 7.053332865150717668e-01 6.710716728983107116e-01
