# Time P1 P2 Z PO4
0.000000000000000000e+00 5.999999999999999778e-01 1.000000000000000056e-01 5.999999999999999778e-01 5.000000000000000000e-01
1.000000000000000056e-01 6.091755789473684013e-01 9.785497744360903416e-02 6.090018947368421864e-01 4.798319699248120851e-01
2.000000000000000111e-01 6.091755789473684013e-01 9.785497744360903416e-02 6.090018947368421864e-01 4.798319699248120851e-01
3.000000000000000444e-01 6.170485494304769336e-01 9.556645831103965927e-02 6.182590061140658122e-01 4.606431020559276779e-01
4.000000000000000222e-01 6.170485494304769336e-01 9.556645831103965927e-02 6.182590061140658122e-01 4.606431020559276779e-01
5.000000000000000000e-01 6.235707818301601257e-01 9.314879073344765892e-02 6.277455058980824232e-01 4.424923789039367783e-01
6.000000000000000888e-01 6.235707818301601257e-01 9.314879073344765892e-02 6.277455058980824232e-01 4.424923789039367783e-01
7.000000000000000666e-01 6.287107876181108335e-01 9.061725889061889028e-02 6.374333139384333879e-01 4.254242742016282053e-01
8.000000000000000444e-01 6.287107876181108335e-01 9.061725889061889028e-02 6.374333139384333879e-01 4.254242742016282053e-01
9.000000000000000222e-01 6.324540437182111230e-01 8.798779222085249818e-02 6.472923086889504907e-01 4.094685198436881501e-01
1.000000000000000000e+00 6.324540437182111230e-01 8.798779222085249818e-02 6.472923086889504907e-01 4.094685198436881501e-01
1.100000000000000089e+00 6.348027771314740386e-01 8.527667216938622508e-02 6.572905773422028641e-01 3.946403660430489735e-01
1.200000000000000178e+00 6.348027771314740386e-01 8.527667216938622508e-02 6.572905773422028641e-01 3.946403660430489735e-01
1.300000000000000044e+00 6.357752432303742651e-01 8.250024778990644458e-02 6.673946993239513459e-01 3.809412965390303052e-01
1.400000000000000133e+00 6.357752432303742651e-01 8.250024778990644458e-02 6.673946993239513459e-01 3.809412965390303052e-01
1.500000000000000000e+00 6.354045613091707789e-01 7.967467017265152107e-02 6.775700558375096216e-01 3.683601331554040015e-01
1.600000000000000089e+00 6.354045613091707789e-01 7.967467017265152107e-02 6.775700558375096216e-01 3.683601331554040015e-01
1.700000000000000178e+00 6.337371937463571747e-01 7.681565373723783785e-02 6.877811575458200322e-01 3.568744439593661277e-01
1.800000000000000044e+00 6.337371937463571747e-01 7.681565373723783785e-02 6.877811575458200322e-01 3.568744439593661277e-01
1.900000000000000133e+00 6.308311686507949156e-01 7.393827013834615436e-02 6.979919823372097154e-01 3.464521583068987387e-01
2.000000000000000000e+00 6.308311686507949156e-01 7.393827013834615436e-02 6.979919823372097154e-01 3.464521583068987387e-01
2.100000000000000089e+00 6.267541496884821983e-01 7.105677814120804625e-02 7.081663153963869695e-01 3.370532904040826061e-01
2.200000000000000178e+00 6.267541496884821983e-01 7.105677814120804625e-02 7.081663153963869695e-01 3.370532904040826061e-01
2.300000000000000266e+00 6.215814518050172266e-01 6.818449056107830919e-02 7.182680844155971966e-01 3.286316796445390431e-01
2.400000000000000355e+00 6.215814518050172266e-01 6.818449056107830919e-02 7.182680844155971966e-01 3.286316796445390431e-01
