# Time P1 P2 Z PO4
0.000000000000000000e+00 5.999999999999999778e-01 1.000000000000000056e-01 5.999999999999999778e-01 5.000000000000000000e-01
1.000000000000000056e-01 6.091755789473684013e-01 1.018250766045548789e-01 6.066198352402746297e-01 5.230203421597472424e-01
2.000000000000000111e-01 6.091755789473684013e-01 1.018250766045548789e-01 6.066198352402746297e-01 5.230203421597472424e-01
3.000000000000000444e-01 6.194846733559140617e-01 1.038398071589507199e-01 6.134883204312848726e-01 5.443010870390402323e-01
4.000000000000000222e-01 6.194846733559140617e-01 1.038398071589507199e-01 6.134883204312848726e-01 5.443010870390402323e-01
5.000000000000000000e-01 6.308479851282345896e-01 1.060397872127657043e-01 6.206353919718106127e-01 5.638849013110753816e-01
6.000000000000000888e-01 6.308479851282345896e-01 1.060397872127657043e-01 6.206353919718106127e-01 5.638849013110753816e-01
7.000000000000000666e-01 6.431927500136964682e-01 1.084212565271733819e-01 6.280901690728531994e-01 5.818076377811065569e-01
8.000000000000000444e-01 6.431927500136964682e-01 1.084212565271733819e-01 6.280901690728531994e-01 5.818076377811065569e-01
9.000000000000000222e-01 6.564501328236184152e-01 1.109808972049800557e-01 6.358810961842148446e-01 5.981009702913310244e-01
1.000000000000000000e+00 6.564501328236184152e-01 1.109808972049800557e-01 6.358810961842148446e-01 5.981009702913310244e-01
1.100000000000000089e+00 6.705531043674864966e-01 1.137156634456162607e-01 6.440360385407085664e-01 6.127945681080704254e-01
1.200000000000000178e+00 6.705531043674864966e-01 1.137156634456162607e-01 6.440360385407085664e-01 6.127945681080704254e-01
1.300000000000000044e+00 6.854346849044168355e-01 1.166226365419915229e-01 6.525823369431434928e-01 6.259179247383418465e-01
1.400000000000000133e+00 6.854346849044168355e-01 1.166226365419915229e-01 6.525823369431434928e-01 6.259179247383418465e-01
1.500000000000000000e+00 7.010264772874640338e-01 1.196989009219372180e-01 6.615468259545281837e-01 6.375019177976910534e-01
1.600000000000000089e+00 7.010264772874640338e-01 1.196989009219372180e-01 6.615468259545281837e-01 6.375019177976910534e-01
1.700000000000000178e+00 7.172574398192135270e-01 1.229414386296306672e-01 6.709558183334464188e-01 6.475801497045042820e-01
1.800000000000000044e+00 7.172574398192135270e-01 1.229414386296306672e-01 6.709558183334464188e-01 6.475801497045042820e-01
1.900000000000000133e+00 7.340528680337806700e-01 1.263470408219267704e-01 6.808350575813768568e-01 6.561900997167853244e-01
2.000000000000000000e+00 7.340528680337806700e-01 1.263470408219267704e-01 6.808350575813768568e-01 6.561900997167853244e-01
2.100000000000000089e+00 7.513335685698327993e-01 1.299122357316655763e-01 6.912096398451680335e-01 6.633741037665876750e-01
2.200000000000000178e+00 7.513335685698327993e-01 1.299122357316655763e-01 6.912096398451680335e-01 6.633741037665876750e-01
2.300000000000000266e+00 7.690152184745496777e-01 1.336332331914549254e-01 7.021039060236257123e-01 6.691801682206328650e-01
2.400000000000000355e+00 7.690152184745496777e-01 1.336332331914549254e-01 7.021039060236257123e-01 6.691801682206328650e-01
2.500000000000000000e+00 7.870079105696651256e-01 1.375058862554008332e-01 7.135413047356676808e-01 6.736626162225800574e-01
2.600000000000000089e+00 7.870079105696651256e-01 1.375058862554008332e-01 7.135413047356676808e-01 6.736626162225800574e-01
2.700000000000000178e+00 8.052158904344808299e-01 1.415256707228428612e-01 7.255442267891655250e-01 6.768825601466161856e-01
2.800000000000000266e+00 8.052158904344808299e-01 1.415256707228428612e-01 7.255442267891655250e-01 6.768825601466161856e-01
2.900000000000000355e+00 8.235374933953446552e-01 1.456876834664777853e-01 7.381338119258159525e-01 6.789081906458362958e-01
3.000000000000000000e+00 8.235374933953446552e-01 1.456876834664777853e-01 7.381338119258159525e-01 6.789081906458362958e-01
3.100000000000000089e+00 8.418652907903552141e-01 1.499866604010728077e-01 7.513297288942571983e-01 6.798148716888333665e-01
3.200000000000000178e+00 8.418652907903552141e-01 1.499866604010728077e-01 7.513297288942571983e-01 6.798148716888333665e-01
3.300000000000000266e+00 8.600864537622888717e-01 1.544170147013037564e-01 7.651499303087598847e-01 6.796850317928885277e-01
3.400000000000000355e+00 8.600864537622888717e-01 1.544170147013037564e-01 7.651499303087598847e-01 6.796850317928885277e-01
3.500000000000000000e+00 8.780833399669182304e-01 1.589728954944255868e-01 7.796103842707542420e-01 6.786078443439321761e-01
3.600000000000000089e+00 8.780833399669182304e-01 1.589728954944255868e-01 7.796103842707542420e-01 6.786078443439321761e-01
3.700000000000000178e+00 8.957343039482402736e-01 1.636482667286184856e-01 7.947247853489280978e-01 6.766786943649282238e-01
3.800000000000000266e+00 8.957343039482402736e-01 1.636482667286184856e-01 7.947247853489280978e-01 6.766786943649282238e-01
3.900000000000000355e+00 9.129147256856353643e-01 1.684370052736473278e-01 8.105042482101116885e-01 6.739984351947850838e-01
4.000000000000000000e+00 9.129147256856353643e-01 1.684370052736473278e-01 8.105042482101116885e-01 6.739984351947850838e-01
4.100000000000000533e+00 9.294982442330658179e-01 1.733330165809481849e-01 8.269569879422203895e-01 6.706724459894285451e-01
4.200000000000000178e+00 9.294982442330658179e-01 1.733330165809481849e-01 8.269569879422203895e-01 6.706724459894285451e-01
4.299999999999999822e+00 9.453581748546686647e-01 1.783303654611230471e-01 8.440879918817202343e-01 6.668095093342558677e-01
4.400000000000000355e+00 9.453581748546686647e-01 1.783303654611230471e-01 8.440879918817202343e-01 6.668095093342558677e-01
4.500000000000000000e+00 9.603690791610292044e-01 1.834234187840743657e-01 8.618986885167578826e-01 6.625205369975183389e-01
4.600000000000000533e+00 9.603690791610292044e-01 1.834234187840743657e-01 8.618986885167578826e-01 6.625205369975183389e-01
4.700000000000000178e+00 9.744084491326983066e-01 1.886069962335856498e-01 8.803866197458407594e-01 6.579171802681539338e-01
4.800000000000000711e+00 9.744084491326983066e-01 1.886069962335856498e-01 8.803866197458407594e-01 6.579171802681539338e-01
4.900000000000000355e+00 9.873584583250312185e-01 1.938765247186726437e-01 8.995451233927492796e-01 6.531103686430659305e-01
5.000000000000000000e+00 9.873584583250312185e-01 1.938765247186726437e-01 8.995451233927492796e-01 6.531103686430659305e-01
5.100000000000000533e+00 9.991077277324784678e-01 1.992281917180515338e-01 9.193630333752326189e-01 6.482088260863012597e-01
5.200000000000000178e+00 9.991077277324784678e-01 1.992281917180515338e-01 9.193630333752326189e-01 6.482088260863012597e-01
5.300000000000000711e+00 1.009553050424902620e+00 2.046590927586305064e-01 9.398244052667595883e-01 6.433176169892467211e-01
5.400000000000000355e+00 1.009553050424902620e+00 2.046590927586305064e-01 9.398244052667595883e-01 6.433176169892467211e-01
5.500000000000000000e+00 1.018601018657689261e+00 2.101673684314577795e-01 9.609082751531574651e-01 6.385367738113341129e-01
5.600000000000000533e+00 1.018601018657689261e+00 2.101673684314577795e-01 9.609082751531574651e-01 6.385367738113341129e-01
5.700000000000000178e+00 1.026169499952710229e+00 2.157523268314839038e-01 9.825884596542412419e-01 6.339600549375611349e-01
5.800000000000000711e+00 1.026169499952710229e+00 2.157523268314839038e-01 9.825884596542412419e-01 6.339600549375611349e-01
5.900000000000000355e+00 1.032188914589690532e+00 2.214145480456845283e-01 1.004833404748837644e+00 6.296738746427218425e-01
6.000000000000000000e+00 1.032188914589690532e+00 2.214145480456845283e-01 1.004833404748837644e+00 6.296738746427218425e-01
6.100000000000000533e+00 1.036603275650954226e+00 2.271559682559445570e-01 1.027606090612933842e+00 6.257564376376334447e-01
6.200000000000000178e+00 1.036603275650954226e+00 2.271559682559445570e-01 1.027606090612933842e+00 6.257564376376334447e-01
6.300000000000000711e+00 1.039370963544942850e+00 2.329799420955174782e-01 1.050863999064679977e+00 6.222770992354177411e-01
6.400000000000000355e+00 1.039370963544942850e+00 2.329799420955174782e-01 1.050863999064679977e+00 6.222770992354177411e-01
6.500000000000000000e+00 1.040465218896894584e+00 2.388912830144715171e-01 1.074559149420032167e+00 6.192959596885460050e-01
6.600000000000000533e+00 1.040465218896894584e+00 2.388912830144715171e-01 1.074559149420032167e+00 6.192959596885460050e-01
6.700000000000000178e+00 1.039874349838831202e+00 2.448962824809885475e-01 1.098638207612812723e+00 6.168636887877667618e-01
6.800000000000000711e+00 1.039874349838831202e+00 2.448962824809885475e-01 1.098638207612812723e+00 6.168636887877667618e-01
6.900000000000000355e+00 1.037601661085835625e+00 2.510027097900705551e-01 1.123042672334525705e+00 6.150215654269296506e-01
7.000000000000000000e+00 1.037601661085835625e+00 2.510027097900705551e-01 1.123042672334525705e+00 6.150215654269296506e-01
7.100000000000000533e+00 1.033665121935783304e+00 2.572197950044604609e-01 1.147709140710158504e+00 6.138017074035891918e-01
7.200000000000000178e+00 1.033665121935783304e+00 2.572197950044604609e-01 1.147709140710158504e+00 6.138017074035891918e-01
7.300000000000000711e+00 1.028096797907644744e+00 2.635581980730181684e-01 1.172569654650354343e+00 6.132274598599215532e-01
7.400000000000000355e+00 1.028096797907644744e+00 2.635581980730181684e-01 1.172569654650354343e+00 6.132274598599215532e-01
7.500000000000000000e+00 1.020942075869148535e+00 2.700299674439401443e-01 1.197552127509888376e+00 6.133139067687516377e-01
7.600000000000000533e+00 1.020942075869148535e+00 2.700299674439401443e-01 1.197552127509888376e+00 6.133139067687516377e-01
7.700000000000000178e+00 1.012258715224641614e+00 2.766484915232821917e-01 1.222580849040966200e+00 6.140684687109166928e-01
7.800000000000000711e+00 1.012258715224641614e+00 2.766484915232821917e-01 1.222580849040966200e+00 6.140684687109166928e-01
7.900000000000000355e+00 1.002115758316476590e+00 2.834284461527893373e-01 1.247577064867446461e+00 6.154915515709562523e-01
8.000000000000000000e+00 1.002115758316476590e+00 2.834284461527893373e-01 1.247577064867446461e+00 6.154915515709562523e-01
8.099999999999999645e+00 9.905923320910268171e-01 2.903857409384970056e-01 1.272459624843429671e+00 6.175772141957379668e-01
8.200000000000001066e+00 9.905923320910268171e-01 2.903857409384970056e-01 1.272459624843429671e+00 6.175772141957379668e-01
8.300000000000000711e+00 9.777763708309795687e-01 2.975374668031784964e-01 1.297145692732452504e+00 6.203138279036946034e-01
8.400000000000000355e+00 9.777763708309795687e-01 2.975374668031784964e-01 1.297145692732452504e+00 6.203138279036946034e-01
8.500000000000000000e+00 9.637632868943183384e-01 3.049018466118321724e-01 1.321551507704650685e+00 6.236847063698358618e-01
8.599999999999999645e+00 9.637632868943183384e-01 3.049018466118321724e-01 1.321551507704650685e+00 6.236847063698358618e-01
8.700000000000001066e+00 9.486546133910205292e-01 3.124981901752444946e-01 1.345593186268992714e+00 6.276686902665487011e-01
8.800000000000000711e+00 9.486546133910205292e-01 3.124981901752444946e-01 1.345593186268992714e+00 6.276686902665487011e-01
8.900000000000000355e+00 9.325566399172927623e-01 3.203468544088148851e-01 1.369187551521286128e+00 6.322406766396596600e-01
9.000000000000000000e+00 9.325566399172927623e-01 3.203468544088148851e-01 1.369187551521286128e+00 6.322406766396596600e-01
9.099999999999999645e+00 9.155790600639917010e-01 3.284692089386109792e-01 1.392252975091566203e+00 6.373720880000536271e-01
9.200000000000001066e+00 9.155790600639917010e-01 3.284692089386109792e-01 1.392252975091566203e+00 6.373720880000536271e-01
9.300000000000000711e+00 8.978336474978227955e-01 3.368876070201106132e-01 1.414710216015333089e+00 6.430312803028909174e-01
9.400000000000000355e+00 8.978336474978227955e-01 3.368876070201106132e-01 1.414710216015333089e+00 6.430312803028909174e-01
9.500000000000000000e+00 8.794329759465341345e-01 3.456253612741926329e-01 1.436483240025506536e+00 6.491838922781688614e-01
9.600000000000001421e+00 8.794329759465341345e-01 3.456253612741926329e-01 1.436483240025506536e+00 6.491838922781688614e-01
9.700000000000001066e+00 8.604891972880742701e-01 3.547067234493135324e-01 1.457500002545505824e+00 6.557931409735199280e-01
9.800000000000000711e+00 8.604891972880742701e-01 3.547067234493135324e-01 1.457500002545505824e+00 6.557931409735199280e-01
9.900000000000000355e+00 8.411128909890888128e-01 3.641568671828721016e-01 1.477693179015613145e+00 6.628200699475932378e-01
1.000000000000000000e+01 8.411128909890888128e-01 3.641568671828721016e-01 1.477693179015613145e+00 6.628200699475932378e-01
1.010000000000000142e+01 8.214119971894697780e-01 3.740018725498042707e-01 1.497000827132253242e+00 6.702237574279878984e-01
1.020000000000000107e+01 8.214119971894697780e-01 3.740018725498042707e-01 1.497000827132253242e+00 6.702237574279878984e-01
1.030000000000000071e+01 8.014908446331228120e-01 3.842687110423340657e-01 1.515366967115955088e+00 6.779614920596712668e-01
1.040000000000000036e+01 8.014908446331228120e-01 3.842687110423340657e-01 1.515366967115955088e+00 6.779614920596712668e-01
1.050000000000000000e+01 7.814492832845607584e-01 3.949852295113923106e-01 1.532742068204899111e+00 6.859889237588069344e-01
1.060000000000000142e+01 7.814492832845607584e-01 3.949852295113923106e-01 1.532742068204899111e+00 6.859889237588069344e-01
1.070000000000000107e+01 7.613819297802730812e-01 4.061801315083533037e-01 1.549083432118069314e+00 6.942601967837236376e-01
1.080000000000000071e+01 7.613819297802730812e-01 4.061801315083533037e-01 1.549083432118069314e+00 6.942601967837236376e-01
1.090000000000000036e+01 7.413775318312635365e-01 4.178829543879071240e-01 1.564355467135065680e+00 7.027280715525904276e-01
1.100000000000000000e+01 7.413775318312635365e-01 4.178829543879071240e-01 1.564355467135065680e+00 7.027280715525904276e-01
1.110000000000000142e+01 7.215184553584009786e-01 4.301240404635504055e-01 1.578529849564886511e+00 7.113440410681041159e-01
1.120000000000000107e+01 7.215184553584009786e-01 4.301240404635504055e-01 1.578529849564886511e+00 7.113440410681041159e-01
1.130000000000000071e+01 7.018802955880238947e-01 4.429345004429441901e-01 1.591585572575613394e+00 7.200584471228504979e-01
1.140000000000000036e+01 7.018802955880238947e-01 4.429345004429441901e-01 1.591585572575613394e+00 7.200584471228504979e-01
1.150000000000000000e+01 6.825316106751194711e-01 4.563461673099994953e-01 1.603508885479669521e+00 7.288206008036899330e-01
1.160000000000000142e+01 6.825316106751194711e-01 4.563461673099994953e-01 1.603508885479669521e+00 7.288206008036899330e-01
1.170000000000000107e+01 6.635337737854574147e-01 4.703915387648167079e-01 1.614293129471586097e+00 7.375789112195724195e-01
1.180000000000000071e+01 6.635337737854574147e-01 4.703915387648167079e-01 1.614293129471586097e+00 7.375789112195724195e-01
1.190000000000000036e+01 6.449409370885437198e-01 4.851037062842844527e-01 1.623938478370968941e+00 7.462810258589859247e-01
1.200000000000000000e+01 6.449409370885437198e-01 4.851037062842844527e-01 1.623938478370968941e+00 7.462810258589859247e-01
1.210000000000000142e+01 6.268000989114480559e-01 5.005162688298183671e-01 1.632451595032458957e+00 7.548739855425934397e-01
1.220000000000000107e+01 6.268000989114480559e-01 5.005162688298183671e-01 1.632451595032458957e+00 7.548739855425934397e-01
1.230000000000000071e+01 6.091512634793285752e-01 5.166632292106871915e-01 1.639845215678076507e+00 7.633043965657032581e-01
1.240000000000000036e+01 6.091512634793285752e-01 5.166632292106871915e-01 1.639845215678076507e+00 7.633043965657032581e-01
1.250000000000000000e+01 5.920276812929488042e-01 5.335788711195286194e-01 1.646137675450668469e+00 7.715186223093103424e-01
1.260000000000000142e+01 5.920276812929488042e-01 5.335788711195286194e-01 1.646137675450668469e+00 7.715186223093103424e-01
1.270000000000000107e+01 5.754561573055301249e-01 5.512976149003908644e-01 1.651352388979031804e+00 7.794629963181155530e-01
1.280000000000000071e+01 5.754561573055301249e-01 5.512976149003908644e-01 1.651352388979031804e+00 7.794629963181155530e-01
1.290000000000000036e+01 5.594574136672982867e-01 5.698538501997270078e-01 1.655517299715098645e+00 7.870840585767848729e-01
1.300000000000000000e+01 5.594574136672982867e-01 5.698538501997270078e-01 1.655517299715098645e+00 7.870840585767848729e-01
1.310000000000000142e+01 5.440464938828648567e-01 5.892817437992111662e-01 1.658664311306174310e+00 7.943288164379259664e-01
1.320000000000000107e+01 5.440464938828648567e-01 5.892817437992111662e-01 1.658664311306174310e+00 7.943288164379259664e-01
1.330000000000000071e+01 5.292331957264128084e-01 6.096150211490358739e-01 1.660828713374362664e+00 8.011450313425338976e-01
1.340000000000000036e+01 5.292331957264128084e-01 6.096150211490358739e-01 1.660828713374362664e+00 8.011450313425338976e-01
1.350000000000000000e+01 5.150225211167666073e-01 6.308867204251943361e-01 1.662048612876427578e+00 8.074815321021392434e-01
1.360000000000000142e+01 5.150225211167666073e-01 6.308867204251943361e-01 1.662048612876427578e+00 8.074815321021392434e-01
1.370000000000000107e+01 5.014151322919856435e-01 6.531289183380434293e-01 1.662364380800607444e+00 8.132885550589156187e-01
1.380000000000000071e+01 5.014151322919856435e-01 6.531289183380434293e-01 1.662364380800607444e+00 8.132885550589156187e-01
1.390000000000000036e+01 4.884078049600354965e-01 6.763724274357468813e-01 1.661818122410829046e+00 8.185181108847512377e-01
1.400000000000000000e+01 4.884078049600354965e-01 6.763724274357468813e-01 1.661818122410829046e+00 8.185181108847512377e-01
1.410000000000000142e+01 4.759938705588244723e-01 7.006464652872874677e-01 1.660453177655092372e+00 8.231243771047653812e-01
1.420000000000000107e+01 4.759938705588244723e-01 7.006464652872874677e-01 1.660453177655092372e+00 8.231243771047653812e-01
1.430000000000000071e+01 4.641636412622879293e-01 7.259782967056498393e-01 1.658313656784648593e+00 8.270641146206229033e-01
1.440000000000000036e+01 4.641636412622879293e-01 7.259782967056498393e-01 1.658313656784648593e+00 8.270641146206229033e-01
1.450000000000000000e+01 4.529048128556402153e-01 7.523928510888656662e-01 1.655444014742150749e+00 8.302971055550724122e-01
1.460000000000000142e+01 4.529048128556402153e-01 7.523928510888656662e-01 1.655444014742150749e+00 8.302971055550724122e-01
1.470000000000000107e+01 4.422028420202829824e-01 7.799123180160724145e-01 1.651888666514412796e+00 8.327866086387070155e-01
1.480000000000000071e+01 4.422028420202829824e-01 7.799123180160724145e-01 1.651888666514412796e+00 8.327866086387070155e-01
1.490000000000000036e+01 4.320412958771199796e-01 8.085557254316519948e-01 1.647691644439139624e+00 8.344998271187782368e-01
1.500000000000000000e+01 4.320412958771199796e-01 8.085557254316519948e-01 1.647691644439139624e+00 8.344998271187782368e-01
1.510000000000000142e+01 4.224021728077700932e-01 8.383385060679716672e-01 1.642896297422459906e+00 8.354083828041406479e-01
1.520000000000000107e+01 4.224021728077700932e-01 8.383385060679716672e-01 1.642896297422459906e+00 8.354083828041406479e-01
1.530000000000000071e+01 4.132661945884338883e-01 8.692720591701492694e-01 1.637545031171659282e+00 8.354887883987599517e-01
1.540000000000000036e+01 4.132661945884338883e-01 8.692720591701492694e-01 1.637545031171659282e+00 8.354887883987599517e-01
1.550000000000000000e+01 4.046130707217434619e-01 9.013633160554314072e-01 1.631679087872127454e+00 8.347229087619397747e-01
1.560000000000000142e+01 4.046130707217434619e-01 9.013633160554314072e-01 1.631679087872127454e+00 8.347229087619397747e-01
1.570000000000000107e+01 3.964217365354746336e-01 9.346143195112002200e-01 1.625338363229102079e+00 8.330984002259711474e-01
1.580000000000000071e+01 3.964217365354746336e-01 9.346143195112002200e-01 1.625338363229102079e+00 8.330984002259711474e-01
1.590000000000000036e+01 3.886705671361725956e-01 9.690218284394900294e-01 1.618561258437967831e+00 8.306091156779977780e-01
1.600000000000000000e+01 3.886705671361725956e-01 9.690218284394900294e-01 1.618561258437967831e+00 8.306091156779977780e-01
1.610000000000000142e+01 3.813375696665371462e-01 1.004576960406445840e+00 1.611384564423026244e+00 8.272554618663101600e-01
1.619999999999999929e+01 3.813375696665371462e-01 1.004576960406445840e+00 1.611384564423026244e+00 8.272554618663101600e-01
1.630000000000000071e+01 3.744005565257846335e-01 1.041264885752007041e+00 1.603843375573389407e+00 8.230446944314055990e-01
1.640000000000000213e+01 3.744005565257846335e-01 1.041264885752007041e+00 1.603843375573389407e+00 8.230446944314055990e-01
1.650000000000000000e+01 3.678373022812233550e-01 1.079064587546346043e+00 1.595971030185138639e+00 8.179911356102952391e-01
1.660000000000000142e+01 3.678373022812233550e-01 1.079064587546346043e+00 1.595971030185138639e+00 8.179911356102952391e-01
1.669999999999999929e+01 3.616256869366099580e-01 1.117948701827019331e+00 1.587799074870826388e+00 8.121162995460715628e-01
1.680000000000000071e+01 3.616256869366099580e-01 1.117948701827019331e+00 1.587799074870826388e+00 8.121162995460715628e-01
1.690000000000000213e+01 3.557438280388198204e-01 1.157883452097501431e+00 1.579357250301760107e+00 8.054489107786056978e-01
1.700000000000000000e+01 3.557438280388198204e-01 1.157883452097501431e+00 1.579357250301760107e+00 8.054489107786056978e-01
1.710000000000000142e+01 3.501702038103350900e-01 1.198828690908265715e+00 1.570673495788104557e+00 7.980248029077261496e-01
1.719999999999999929e+01 3.501702038103350900e-01 1.198828690908265715e+00 1.570673495788104557e+00 7.980248029077261496e-01
