# Time P1 P2 Z PO4
0.000000000000000000e+00 5.999999999999999778e-01 1.000000000000000056e-01 5.999999999999999778e-01 5.000000000000000000e-01
1.000000000000000056e-01 6.091755789473684013e-01 1.018250766045548789e-01 6.066198352402746297e-01 4.787203421597472919e-01
2.000000000000000111e-01 6.091755789473684013e-01 1.018250766045548789e-01 6.066198352402746297e-01 4.787203421597472919e-01
3.000000000000000444e-01 6.171034724555444217e-01 1.035345198296677149e-01 6.134883204312848726e-01 4.583875752686927818e-01
4.000000000000000222e-01 6.171034724555444217e-01 1.035345198296677149e-01 6.134883204312848726e-01 4.583875752686927818e-01
5.000000000000000000e-01 6.237330658618744916e-01 1.051261107228883551e-01 6.205828456404236526e-01 4.390765526649769157e-01
6.000000000000000888e-01 6.237330658618744916e-01 1.051261107228883551e-01 6.205828456404236526e-01 4.390765526649769157e-01
7.000000000000000666e-01 6.290302671617766794e-01 1.065990997986168698e-01 6.278789497243638662e-01 4.208466909178748550e-01
8.000000000000000444e-01 6.290302671617766794e-01 1.065990997986168698e-01 6.278789497243638662e-01 4.208466909178748550e-01
9.000000000000000222e-01 6.329780159614124546e-01 1.079541516537916440e-01 6.353505241074497434e-01 4.037413123951309468e-01
1.000000000000000000e+00 6.329780159614124546e-01 1.079541516537916440e-01 6.353505241074497434e-01 4.037413123951309468e-01
1.100000000000000089e+00 6.355762130737748761e-01 1.091932494640008022e-01 6.429700503879095530e-01 3.877875647073404375e-01
1.200000000000000178e+00 6.355762130737748761e-01 1.091932494640008022e-01 6.429700503879095530e-01 3.877875647073404375e-01
1.300000000000000044e+00 6.368410918138692756e-01 1.103195659801977369e-01 6.507088648866663494e-01 3.729968968437561427e-01
1.400000000000000133e+00 6.368410918138692756e-01 1.103195659801977369e-01 6.507088648866663494e-01 3.729968968437561427e-01
1.500000000000000000e+00 6.368040888832322555e-01 1.113373092504453127e-01 6.585374422532455085e-01 3.593660346437864694e-01
1.600000000000000089e+00 6.368040888832322555e-01 1.113373092504453127e-01 6.585374422532455085e-01 3.593660346437864694e-01
1.700000000000000178e+00 6.355103025841941644e-01 1.122515521204343475e-01 6.664256897760603149e-01 3.468783682251206368e-01
1.800000000000000044e+00 6.355103025841941644e-01 1.122515521204343475e-01 6.664256897760603149e-01 3.468783682251206368e-01
1.900000000000000133e+00 6.330166460036785736e-01 1.130680546010465609e-01 6.743432441195518212e-01 3.355056440808972806e-01
2.000000000000000000e+00 6.330166460036785736e-01 1.130680546010465609e-01 6.743432441195518212e-01 3.355056440808972806e-01
2.100000000000000089e+00 6.293898114092919549e-01 1.137930875126984265e-01 6.822597627760021988e-01 3.252098460831032711e-01
2.200000000000000178e+00 6.293898114092919549e-01 1.137930875126984265e-01 6.822597627760021988e-01 3.252098460831032711e-01
2.300000000000000266e+00 6.247041597610947239e-01 1.144332645844769875e-01 6.901452034739133934e-01 3.159451521868732460e-01
2.400000000000000355e+00 6.247041597610947239e-01 1.144332645844769875e-01 6.901452034739133934e-01 3.159451521868732460e-01
2.500000000000000000e+00 6.190396377461666599e-01 1.149953886046321261e-01 6.979700859966592175e-01 3.076598653813386597e-01
2.600000000000000089e+00 6.190396377461666599e-01 1.149953886046321261e-01 6.979700859966592175e-01 3.076598653813386597e-01
2.700000000000000178e+00 6.124798067981167549e-01 1.154863154981028567e-01 7.057057321962371121e-01 3.002982356187284263e-01
2.800000000000000266e+00 6.124798067981167549e-01 1.154863154981028567e-01 7.057057321962371121e-01 3.002982356187284263e-01
2.900000000000000355e+00 6.051100472067126868e-01 1.159128385323324462e-01 7.133244813112696869e-01 2.938021109991696966e-01
3.000000000000000000e+00 6.051100472067126868e-01 1.159128385323324462e-01 7.133244813112696869e-01 2.938021109991696966e-01
3.100000000000000089e+00 5.970159784854406348e-01 1.162815933656707462e-01 7.207998789162558539e-01 2.881123785388485237e-01
3.200000000000000178e+00 5.970159784854406348e-01 1.162815933656707462e-01 7.207998789162558539e-01 2.881123785388485237e-01
3.300000000000000266e+00 5.882821169000467254e-01 1.165989834408538844e-01 7.281068388742085729e-01 2.831701751422074365e-01
3.400000000000000355e+00 5.882821169000467254e-01 1.165989834408538844e-01 7.281068388742085729e-01 2.831701751422074365e-01
3.500000000000000000e+00 5.789907739654169827e-01 1.168711243259066140e-01 7.352217785045961351e-01 2.789178664417226727e-01
3.600000000000000089e+00 5.789907739654169827e-01 1.168711243259066140e-01 7.352217785045961351e-01 2.789178664417226727e-01
3.700000000000000178e+00 5.692211865295022655e-01 1.171038050110373152e-01 7.421227278090556378e-01 2.752998042351537111e-01
3.800000000000000266e+00 5.692211865295022655e-01 1.171038050110373152e-01 7.421227278090556378e-01 2.752998042351537111e-01
3.900000000000000355e+00 5.590488598820316790e-01 1.173024638483247117e-01 7.487894140359407924e-01 2.722628822550758887e-01
4.000000000000000000e+00 5.590488598820316790e-01 1.173024638483247117e-01 7.487894140359407924e-01 2.722628822550758887e-01
4.100000000000000533e+00 5.485450997979878229e-01 1.174721767206856893e-01 7.552033231414480019e-01 2.697569153201175851e-01
4.200000000000000178e+00 5.485450997979878229e-01 1.174721767206856893e-01 7.552033231414480019e-01 2.697569153201175851e-01
4.299999999999999822e+00 5.377767069316197190e-01 1.176176550919155600e-01 7.613477398551736774e-01 2.677348691765537581e-01
4.400000000000000355e+00 5.377767069316197190e-01 1.176176550919155600e-01 7.613477398551736774e-01 2.677348691765537581e-01
4.500000000000000000e+00 5.268058067942220646e-01 1.177432517672298978e-01 7.672077681164185536e-01 2.661529682776541672e-01
4.600000000000000533e+00 5.268058067942220646e-01 1.177432517672298978e-01 7.672077681164185536e-01 2.661529682776541672e-01
4.700000000000000178e+00 5.156897899725446655e-01 1.178529724377720966e-01 7.727703336450486571e-01 2.649707070821517574e-01
