init;object;object.1;object.2;object.3;object.4;object.5;object.6;object.7;object.8;object.9;object.10;object.11;object.12;object.13;object.14;object.15;object.16;object.17;object.18;object.19;object.20;object.21;object.22;object.23;object.24;object.25;object.26;object.27;object.28;object.29;object.30;object.31;object.32;object.33;object.34;object.35;object.36;object.37;object.38;object.39;object.40;object.41;object.42;object.43;object.44;object.45;object.46;object.47;object.48;object.49;object.50;object.51;object.52;object.53;object.54;object.55;object.56;object.57;object.58;object.59;object.60;object.61;object.62;object.63;object.64;object.65;object.66;object.67;object.68;object.69;object.70;object.71;object.72;object.73;object.74;object.75;object.76;object.77;object.78;object.79;object.80;object.81;object.82;object.83;object.84;object.85;object.86;object.87;object.88;object.89;object.90;object.91;object.92;object.93;object.94;object.95;object.96;object.97;object.98;object.99;object
NA;19870;9867;22970;28270;36760;19770;22420;19730;19900;17740;22800;13350;18460;20480;26110;33900;35910;24430;47620;23990;14580;38220;57050;34250;49990;32680;10190;48930;28800;69730;71940;31230;17320;19100;16240;31000;18940;25560;23480;22030;19770;23090;32170;16640;25920;27180;60220;30560;15920;17060;19790;43400;23600;19130;48470;13640;14810;52450;11480;16510;21440;39050;20140;32650;23880;35730;35560;31970;2,61E+04;22090;30320;16400;19310;23200;21440;34550;21240;19000;34750;20680;46960;32210;26370;25070;17590;19130;47140;7,679E+04;27950;51460;18810;22570;13660;34140;14560;12650;19070;38460;16520;35180;25450
NA;22040;29990;20700;24340;21250;35190;17900;56170;17940;26310;20650;27220;14520;26580;23550;29530;50580;24040;12470;33520;44250;53640;74610;62020;50410;55060;28450;8331;32030;66450;38920;42620;41060;49620;20910;14460;26090;21050;21070;26330;27780;25810;12680;39020;14660;15430;21530;34590;26730;32980;52690;28150;13410;19300;17190;16930;29440;38080;40250;17890;15070;25800;24010;31400;31580;33400;46760;42640;2,98E+04;33950;34160;20370;35630;15850;22950;26440;33220;29990;18960;24520;65150;21580;28370;25850;20250;31050;50050;3,752E+04;53400;23910;29210;16310;23710;23470;21770;17050;20720;17370;23130;13800;46760
NA;28370;11860;23970;47370;18590;21390;28390;35980;13630;23940;15230;29190;30260;12810;27390;27380;9139;25770;30090;57330;62770;45780;25900;19840;45120;70590;71220;69190;57970;33230;53290;32600;33260;32950;30240;29840;35300;26240;27780;16710;29990;21100;31300;19470;27990;19910;32410;19690;18240;12690;32370;36290;17430;12020;15380;22950;55670;23050;47930;20640;27680;24900;26830;32990;21560;29940;25400;24020;2,208E+04;19070;28570;26640;35750;27690;25060;12930;21820;21740;22900;19990;27250;17010;59460;34090;24290;26940;56650;4,11E+04;18230;19880;48940;19330;40860;11500;12680;27820;33320;32420;27460;12110;12700
NA;21620;17920;22980;45690;37540;27980;15840;42280;24090;19760;12950;21910;22780;23480;26420;33670;30270;22150;15590;33640;72540;30850;50090;23700;12980;62320;52890;69720;63250;64180;56620;23520;48470;28900;62670;30920;30140;45650;23520;22860;25970;26990;8796;28210;25960;23130;23360;30890;15990;15170;17210;18700;17480;12960;27120;24540;45680;15150;27610;10990;27760;26130;39330;25020;23230;21490;24310;31700;2,436E+04;21500;27210;23600;21560;18960;18230;64260;32440;31550;37120;31930;17660;57660;19370;30950;26240;24770;13140;5,578E+04;51970;47860;16300;23770;23740;22480;25340;19500;17230;67840;13080;38210;27290
NA;26600;49520;19280;23120;16350;42060;49590;51850;13810;11770;28600;40800;20990;30130;14320;23410;46460;25550;15120;67140;58610;73850;62330;23670;58370;45720;43710;55800;63390;41470;49570;29350;47350;40010;29280;14230;25370;30560;21000;14550;20540;20040;47970;30960;22020;35990;18620;20820;22790;33460;11650;16840;56890;17420;31350;20360;23860;48930;17790;9682;27920;36050;31580;11460;12320;23670;19670;23150;1,782E+04;21790;25580;41100;26120;28070;16120;33300;26190;47920;18130;17570;34570;41170;43220;51140;59490;43340;36810;2,332E+04;42680;22540;18030;19470;24300;34470;39450;16290;33810;24090;29040;30950;23510
NA;32350;42880;16320;40080;49160;16220;36830;14440;16550;46880;16990;18990;22080;26030;28120;22900;9802;26190;54900;59710;57640;8628;64910;37930;53020;67110;31270;55610;52170;63440;55930;47160;44060;27370;32350;14010;20550;23480;15620;29290;31710;35810;9845;29820;11690;18730;17280;16440;22960;13950;34520;21320;61870;25030;51760;33390;66680;26930;21240;30110;44360;18020;33970;35110;18560;42890;26440;19490;2,771E+04;39030;27940;52020;67780;28460;21180;25890;18800;35100;36540;23510;29360;29570;43540;27820;49150;34710;32500;4,218E+04;59700;19500;24730;17510;41800;47830;22640;16230;16980;22540;25980;10590;15980
NA;21300;27560;32590;19770;28540;18600;14080;28080;16170;22930;11090;16170;17900;31100;21340;47640;11030;27590;34930;25230;53350;28370;53610;62280;56300;34620;25690;8759;64470;32310;18970;44640;18110;20410;20750;36320;42730;18590;25880;30200;17830;19220;22520;55920;35470;19260;41450;21640;12210;17270;21330;20550;41360;25840;42840;17260;18470;17170;24570;22920;19570;24670;25870;12480;22080;24220;15690;16980;4,616E+04;30230;55870;29160;29430;38160;19780;21550;16400;26640;40430;32100;32160;33180;20700;37400;23500;36100;54260;1,821E+04;12850;51450;29750;53240;28800;21640;28470;20160;27990;20030;20540;26540;27550
NA;17790;10470;20020;19920;53270;52040;12920;19990;19170;12140;31780;28340;22180;21060;18000;21630;8583;32320;9584;56610;59580;60390;57200;21730;58930;17680;31480;48860;62180;21450;25790;36790;61220;60440;42210;23300;24800;27950;26260;27990;14310;24320;24720;22210;23930;25410;21360;32060;27740;25900;26470;18890;9439;27070;50450;42910;26200;28530;20340;21570;9984;21560;27670;13260;30310;27890;38080;23040;2,109E+04;29680;22900;43690;21520;48090;21260;26750;27010;18680;37720;28370;39410;20360;36130;23760;25800;47660;22370;2,941E+04;27800;18710;37310;62400;33720;32680;18440;17570;39870;34600;26310;71880;17000
NA;46300;46180;21560;37860;24210;19600;15990;20830;17760;29250;27080;43030;15310;41710;18800;14230;25080;51730;22610;25230;21740;56540;59030;22860;43750;10450;24600;64560;43330;30980;48860;24310;44330;21140;28590;34000;24590;25800;30330;44570;21150;20720;42090;29190;16440;17210;17020;18470;49680;23010;33030;10700;23870;15340;36090;17820;58440;21750;24770;21340;17930;24290;29970;10360;16410;34020;34360;28740;2,273E+04;32510;38240;53470;16320;24100;29790;18750;13890;27120;29240;34340;38850;30160;23420;33770;29790;29740;44960;5,766E+04;20150;18150;13100;25470;19530;64790;30150;26230;16640;20480;31050;11880;44520
NA;35850;32220;52810;26560;24180;16410;30180;33440;20700;17450;55770;9987;14740;44360;36920;14470;25790;13790;15340;21000;22740;64140;51130;66810;13080;32290;29750;53560;50280;64790;27470;46630;49760;41930;27900;21980;19200;40870;27830;38650;20580;27600;15820;34320;19160;11410;32700;13840;13770;43550;13410;56880;23040;14450;51030;47530;56790;37200;17480;17620;25170;36160;26220;34850;19880;19080;27330;36440;4,254E+04;19480;31550;36250;27950;20810;22490;38380;19360;36840;28560;20540;41620;57740;49210;21610;17710;33960;15220;2,669E+04;20390;15290;64410;28500;27500;19800;11470;16040;11630;18930;28170;23210;20280
