init;object;object.1;object.2;object.3;object.4;object.5;object.6;object.7;object.8;object.9;object.10;object.11;object.12;object.13;object.14;object.15;object.16;object.17;object.18;object.19;object.20;object.21;object.22;object.23;object.24;object.25;object.26;object.27;object.28;object.29;object.30;object.31;object.32;object.33;object.34;object.35;object.36;object.37;object.38;object.39;object.40;object.41;object.42;object.43;object.44;object.45;object.46;object.47;object.48;object.49;object.50;object.51;object.52;object.53;object.54;object.55;object.56;object.57;object.58;object.59;object.60;object.61;object.62;object.63;object.64;object.65;object.66;object.67;object.68;object.69;object.70;object.71;object.72;object.73;object.74;object.75;object.76;object.77;object.78;object.79;object.80;object.81;object.82;object.83;object.84;object.85;object.86;object.87;object.88;object.89;object.90;object.91;object.92;object.93;object.94;object.95;object.96;object.97;object.98;object.99;object
NA;39150;111100;50240;50350;79990;40840;89400;42600;33460;85060;43210;42830;58520;72560;63900;51600;57050;55200;50850;33150;45330;46370;41860;58580;62770;34150;47530;83650;41530;44320;76930;56680;45750;39380;44330;99000;114700;81140;40180;46040;45210;33940;102500;95800;73070;78040;49340;34770;29030;38230;121000;34290;29250;37510;14830;42710;51920;45110;65900;49960;36430;31700;50170;45470;68910;51660;57470;87310;49970;50850;40050;49380;43810;90630;43990;15500;68990;32990;52450;53310;86130;44630;52730;48910;44550;39070;44560;52550;44620;49670;32890;37450;26500;54020;79220;43110;34160;55520;43090;33100;69250
NA;42370;29120;29830;72780;64840;25470;27390;33780;38920;42500;38630;48780;66620;54370;52140;85920;63970;44870;9034;39850;80620;80530;84610;50240;44260;35850;86210;94250;39330;32190;76140;55250;49120;45500;62780;43720;31710;76480;76110;56720;49220;39820;91150;53670;66280;43190;42970;36840;27330;43850;39170;92040;70030;44660;66250;41270;63870;36820;17780;50210;80780;48300;61630;52700;46450;34450;51080;54360;47740;55670;52800;47200;38660;62210;61660;51210;71770;71180;54170;36540;42470;43950;62940;51040;39210;39860;111500;76740;40370;62450;32550;32300;37330;21270;71360;39030;19660;27750;24850;71900;73170
NA;39600;30720;44260;31670;56700;29180;48950;40670;38260;48830;46890;38090;82210;51610;63580;42940;58750;43110;75850;70490;46850;89610;68300;47780;42360;49710;36020;27490;21260;82560;71850;37250;47500;53420;48240;37890;65770;89260;48290;46530;54750;84370;74410;73830;72420;20570;41870;57030;31550;54230;78800;41300;38510;45900;40000;36860;82180;49980;71240;82740;29780;44050;70030;57500;60670;65050;40410;59700;63280;93370;42400;61540;64450;44020;46630;40880;87850;53670;53030;100300;41740;54580;48230;48180;46730;69810;49550;72750;37600;38450;89000;88230;33320;71180;44980;67730;46230;29470;37310;60790;40820
NA;55740;44270;40830;78060;90850;45680;87820;39370;54830;30780;50200;55190;33170;46140;52260;43840;34560;51610;14150;40200;79960;45200;52610;37460;89040;46650;51760;76290;83470;29840;38710;50820;61230;35390;93200;35500;41080;42970;73350;65580;52020;42820;50890;56360;45350;44710;43540;31660;55300;48220;29750;35670;98220;34400;31820;34770;80340;42640;37360;76210;71090;51200;71450;78540;72580;82080;10160;70310;53460;58050;44670;50330;42250;36020;75620;68450;57370;46080;52200;41610;39340;53490;55700;50590;78500;64140;60220;48070;43030;49770;30960;35370;29880;38220;38110;35140;42400;47470;33670;40810;80420
NA;58410;14060;37210;42160;57670;91140;56660;37850;37780;57790;29340;28780;30480;67270;57230;43990;46950;28000;35760;66190;92780;44200;32140;50610;47180;76940;71090;51420;85480;71730;48080;66310;38820;51270;36130;52180;39850;76230;111300;42190;60420;47510;53630;32740;61780;57600;104600;82320;59080;37810;62450;36190;33550;64760;33160;37690;76110;47880;33700;54410;33370;79030;56930;43690;61840;55870;68910;48930;68800;45770;70150;86220;53630;72330;75140;54320;46060;66750;46950;55410;35610;65220;129400;37040;36270;67650;41960;33420;62640;32630;40460;37400;41400;37840;44510;54240;90100;44990;75830;68440;64330
NA;38320;36820;38400;72870;41970;41920;67770;29420;31840;44190;14800;45490;25710;51240;57310;72280;57470;28510;73840;52850;93090;25900;45020;32340;87410;36990;45000;63640;84950;43520;45560;79260;64470;65660;79950;70470;53850;36350;62380;42350;48680;53090;62320;37540;52450;92430;34890;55440;56920;59470;45380;27410;46150;28660;84280;27450;52600;42790;53800;53300;54200;40210;37120;64640;97440;51630;68020;38540;50100;70060;61660;67290;41510;63950;46620;59940;58440;67130;91140;35190;23290;78120;40720;41920;83120;52080;44120;63450;70030;32060;47090;34910;79080;48650;34660;31800;65960;92030;40700;60770;46510
NA;44110;83260;33460;63130;36020;40460;49830;52410;56060;55050;102800;35700;59000;73650;8633;48540;42990;43910;45520;87640;87800;42470;103000;83190;68590;92870;82840;39730;53090;82500;45630;84090;102600;51030;45510;91340;51590;39570;61000;44960;28470;115600;58320;45760;68050;56920;45540;32570;39480;22720;27870;46120;52630;53890;55070;43600;49060;40340;74740;43160;85530;50460;101300;64300;42890;36760;48280;40030;31780;46640;87720;63510;56660;59940;45340;47520;42010;67120;51310;61950;58180;53880;51290;35780;44810;38500;58550;47060;28030;38220;39250;45340;50000;38530;46670;45540;60080;74880;30360;42960;51950
NA;40980;32430;83290;23860;76450;54940;34330;39070;45060;35850;43120;46690;34150;59850;47420;98080;40820;48530;36980;39760;58200;73620;43070;59490;52360;35170;67450;43250;94920;37480;86630;49690;33300;58890;33740;54840;66370;46400;43120;69980;80320;43360;53190;45960;51080;58420;81160;41100;20580;38870;77330;43630;52880;42020;60570;73070;72490;46970;49540;71820;37870;52430;47130;76360;113200;48910;12500;72930;59980;42450;63560;67370;44190;15980;45880;64670;56720;51690;58070;47510;55530;44620;53470;59760;58270;32000;39780;42530;36660;38260;24860;70050;38140;36080;34690;44280;49550;41840;49820;32720;44360
NA;60150;68660;92850;31130;29820;36410;29650;43840;43650;39250;47270;51390;44570;54980;73600;50810;9435;46500;56830;54340;79100;78760;90810;50920;47860;67620;23450;64550;66040;84700;51340;49420;63100;115400;32450;49920;40900;59450;92920;56810;52570;60430;42970;93320;41150;33330;31950;38450;47680;30040;32580;53420;29620;70630;68140;37850;31010;44680;43560;47600;75170;77120;51200;39380;89510;65780;50170;53950;70210;56370;31330;17460;42130;58990;95120;27050;41780;46110;52000;39040;36200;45960;48410;49640;27960;55080;46860;79220;31860;50900;84650;28600;26050;44480;42750;65560;33970;36460;90080;41000;48320
NA;24180;31510;77210;39260;40130;17490;43610;46300;67070;106800;40340;55560;41570;20820;65660;53900;67220;84810;50110;76730;72550;87720;69900;75910;44230;37970;51920;86000;49930;66660;46240;67450;92490;41980;67400;66280;35170;54580;62910;48520;74270;30670;67710;26010;42360;30880;33740;30730;57840;30240;49420;46360;38960;35890;62010;96260;75800;34900;96050;101900;30110;19880;90180;36340;75550;39430;49750;40620;59430;102000;49780;59540;66610;83400;45350;76070;53470;50630;49380;73460;53570;77550;13850;11980;79870;34450;38630;81400;39710;36580;42840;42330;41690;80840;74740;35470;66360;52980;44760;43050;51810
