init;object;object.1;object.2;object.3;object.4;object.5;object.6;object.7;object.8;object.9;object.10;object.11;object.12;object.13;object.14;object.15;object.16;object.17;object.18;object.19;object.20;object.21;object.22;object.23;object.24;object.25;object.26;object.27;object.28;object.29;object.30;object.31;object.32;object.33;object.34;object.35;object.36;object.37;object.38;object.39;object.40;object.41;object.42;object.43;object.44;object.45;object.46;object.47;object.48;object.49;object.50;object.51;object.52;object.53;object.54;object.55;object.56;object.57;object.58;object.59;object.60;object.61;object.62;object.63;object.64;object.65;object.66;object.67;object.68;object.69;object.70;object.71;object.72;object.73;object.74;object.75;object.76;object.77;object.78;object.79;object.80;object.81;object.82;object.83;object.84;object.85;object.86;object.87;object.88;object.89;object.90;object.91;object.92;object.93;object.94;object.95;object.96;object.97;object.98;object.99;object
NA;49220;71280;43930;232600;54120;69630;51600;38600;120500;68250;86210;106000;91930;21820;109300;33800;37650;20500;60490;93960;42170;55730;26900;31430;45010;29660;23950;40790;42020;21300;37560;39220;62090;50350;88540;64690;64090;64390;97730;68010;98910;212000;86380;45640;84170;41250;98920;110000;190700;26840;53880;37760;38090;34340;40480;45460;42870;49170;158300;27260;47710;63620;54750;92550;31530;105300;23620;32000;74990;71630;42810;65680;94750;114900;62920;56170;66550;27550;21860;47970;92000;52240;37630;38670;72890;40900;65820;59530;40210;141300;139600;39390;33300;39280;265300;28960;113800;87390;75760;130100;139000
NA;48000;42200;45840;35480;70720;28890;47980;27110;93360;105600;80380;77260;75930;112600;110700;46070;82140;178500;30100;46300;36650;50870;44880;64160;37410;25070;41390;47580;48970;23690;127700;64770;46460;75990;68500;31000;111500;67680;55640;171200;121200;86780;84940;40010;41690;107700;72680;35780;56630;41700;55580;39940;74210;44190;80740;37610;66730;42640;42990;40410;220700;48600;44530;39870;31320;31500;122400;39930;64930;85010;51130;61760;48860;100800;36590;62450;80860;51100;54580;50620;47040;33840;68310;28140;70960;46880;29820;63500;145300;38190;38690;39720;67600;49060;38800;81500;56800;105200;33410;128800;52180
NA;67790;38150;92380;36610;192200;139800;118200;48170;40360;71960;51200;34180;55320;68420;67170;79470;40550;42870;82020;47100;33650;39970;116300;33080;46110;38950;33320;45850;116100;47660;54040;43090;43480;56010;50580;44920;80610;91850;55480;77880;114800;61310;44810;35420;73600;37010;217800;139600;55430;51560;105100;39910;39900;57970;41820;26370;50430;42280;45050;173000;31140;51650;24250;195300;25180;105700;30460;85430;80250;136700;63220;119100;106700;73740;61850;63840;30610;49440;75570;36520;32870;52150;52780;41620;37960;35510;47800;34650;34950;50140;74130;75860;75570;38680;39000;48550;71930;102400;40430;40570;90250
NA;41070;40780;56210;38280;57740;87300;43120;95750;162800;52740;175500;109300;74780;51050;87470;108100;41610;42790;53000;21090;110500;63380;53380;40850;53140;42340;45300;40920;40380;29940;73380;43800;49440;34790;60010;87020;95450;24600;87130;65080;47980;21590;64580;103900;28610;64950;86000;50710;52410;261100;43880;105500;23610;44390;39890;45670;43720;34010;46990;49740;52400;41980;46550;27930;50820;43390;55870;70300;25200;71770;71560;23340;218700;34560;58460;53750;51970;60000;20100;43180;36070;32730;66640;49100;100100;49060;54770;46390;86380;57770;39710;44210;126300;53360;56180;35560;99190;77180;54310;54220;112000
NA;41470;21230;37120;42040;59990;39580;70590;44270;78000;57810;215300;43130;55940;47040;71560;124700;59640;50500;31760;70960;30450;24470;40390;48810;35910;41620;35010;77270;65970;134100;44100;36210;90430;62690;26380;86370;63110;69680;115200;69580;145200;59160;157300;127100;71310;51010;56890;41360;46230;65670;42600;39130;46820;45980;50020;40890;39790;94530;42780;40930;56630;143600;47430;72600;66050;44350;74820;84780;66940;37820;63350;95390;64780;126900;80700;47080;112200;41670;87610;144400;44330;35500;40310;37000;64650;51010;49560;43150;33530;46650;64940;52620;74870;29140;77850;32600;67230;260700;48290;102100;60760
NA;48140;35840;30330;54600;74450;50630;48930;51820;53100;42700;64880;82650;27490;79600;105800;35870;20540;36870;35270;87770;42190;36300;25750;27400;43360;55370;39830;44050;42090;47370;49120;37160;113000;111900;58990;41360;69990;44160;44450;74520;164500;69330;58340;22890;70390;59350;80600;75120;40750;88490;44150;58900;30400;97470;38490;113700;37800;36700;186400;50670;125900;37590;50340;41810;195600;97300;28290;90170;90500;94250;62350;89270;15970;77380;62880;81770;61620;70610;43360;61810;40670;19800;42730;143500;67100;47970;50380;78180;37410;41080;36150;52500;140300;55020;55870;53370;61830;53320;89630;39040;69130
NA;41000;58250;83040;43630;78570;69110;45310;136200;61500;90440;110300;92950;64800;62240;64370;72450;30270;37600;201400;44880;29180;39860;52930;37500;39480;37420;41140;37230;21060;40120;47830;45530;62590;43290;61230;82400;113200;64800;88270;125100;52600;64790;58160;142400;129400;37490;54020;48250;53540;68990;46290;39440;28590;36520;53690;97880;43460;40860;88760;34110;50460;40810;29640;45770;89900;87000;77550;199600;37580;150200;70730;67840;75870;66770;65130;108000;73670;31630;75640;87880;38890;37060;40240;54610;42200;36320;76380;48540;34780;44130;39430;45800;34250;65760;52430;41010;72700;50980;105000;37630;43120
NA;42050;40630;38310;76490;80460;36260;103400;144100;73360;54860;35740;32430;84000;94640;59580;55290;87230;39190;70630;133200;41550;270800;36640;69810;29410;31010;52560;215900;48770;100300;85530;47710;75620;40310;47140;93460;81280;66620;98800;92310;43610;116900;79920;31910;87720;46690;39320;61850;45600;57630;97970;36330;35460;100200;32810;45590;35410;43000;42040;99040;147200;23940;35330;39580;70490;70900;105300;148300;24210;151600;166500;83770;23950;71590;173500;54070;34710;42730;56190;37130;172000;46430;57200;100200;41460;143300;30630;44990;61130;51290;59500;52900;31290;66220;49420;42060;130600;85980;109700;106600;91780
NA;34500;140600;57950;41350;52080;51910;65410;37480;36760;77240;122500;56190;77630;111600;126700;92620;35360;175100;23050;54340;55650;49020;48540;36720;44530;46080;154200;95650;42290;155400;32270;40270;167600;59670;59040;142500;69620;111000;48940;43090;53060;75090;215600;43770;104100;77500;45470;33920;38050;39350;20980;88640;35980;45310;99860;91830;46470;43970;39300;33060;144100;29450;41990;145900;77920;73370;166100;53480;53000;19400;24930;48360;100300;27400;62730;46230;91010;91040;62320;40580;44420;175200;44130;42340;62090;42120;59650;56020;92970;35400;56590;39360;47210;69990;45660;139900;79890;27220;47730;39410;128800
NA;47600;69280;79510;129300;31730;26260;145000;57730;85300;53540;58180;82880;58950;96710;73770;39680;106700;179700;43550;100000;40220;39170;28660;53280;40100;22390;41530;45310;60840;44200;68730;76150;55210;47300;51670;33930;101700;66250;30970;121000;90890;77020;58880;67680;31290;27900;53210;42690;38020;39400;42670;37200;44380;42550;60960;37810;56720;38960;43380;69200;44560;78970;47990;84850;76410;93710;62670;102300;53750;54640;63050;87430;152400;173000;93420;47630;103700;54130;82120;36530;29590;107000;47460;41600;47380;47680;40410;40240;37030;40830;52660;67900;66490;101300;33930;29250;52490;90910;61100;43210;73130
